fips,name,random1,random2,random3
"29201","Scott",85719,93835,53530
"29203","Shannon",596028,78688,28577
"29205","Shelby",209333,41226,3884
"29207","Stoddard",496581,52791,42840
"29209","Stone",834809,37060,81343
"29211","Sullivan",167889,91167,71913
"29213","Taney",912790,63505,86214
"29215","Texas",424884,11261,59465
"29217","Vernon",535036,14698,52869
"29219","Warren",900582,13268,49228
"29221","Washington",653891,85590,55725
"29223","Wayne",17546,90234,10892
"29225","Webster",288688,8979,29357
"29227","Worth",797272,20057,22023
"29229","Wright",309037,28095,92280
"29510","St. Louis",781859,98107,6540
"30001","Beaverhead",82776,37724,45438
"30003","Big Horn",793515,40280,11357
"30005","Blaine",192303,50179,78061
"30007","Broadwater",109017,73211,64107
"30009","Carbon",416438,69386,8561
"30011","Carter",704778,22622,73964
"30013","Cascade",756069,86351,98874
"30015","Chouteau",863183,81624,93765
"30017","Custer",416242,91711,99765
"30019","Daniels",554659,64392,41176
"30021","Dawson",35406,15134,92901
"30023","Deer Lodge",742565,2614,73050
"30025","Fallon",540565,96137,80708
"30027","Fergus",481332,14355,7650
"30029","Flathead",866117,94053,74152
"30031","Gallatin",201984,69446,80908
"30033","Garfield",245536,46928,46037
"30035","Glacier",945029,99803,97004
"30037","Golden Valley",80790,30689,52012
"30039","Granite",843213,9987,77944
"30041","Hill",960804,9386,83102
"30043","Jefferson",670876,95308,50660
"30045","Judith Basin",229490,95783,70981
"30047","Lake",767610,76237,35915
"30049","Lewis and Clark",200390,86048,27963
"30051","Liberty",94211,25207,15820
"30053","Lincoln",169816,75337,44401
"30055","McCone",789597,57124,30729
"30057","Madison",802118,63502,25977
"30059","Meagher",379728,77116,46692
"30061","Mineral",291078,66,77166
"30063","Missoula",701432,27198,24202
"30065","Musselshell",321224,13921,64561
"30067","Park",486315,15025,50466
"30069","Petroleum",219331,53574,95016
"30071","Phillips",813052,57187,1674
"30073","Pondera",128604,33054,28803
"30075","Powder River",203719,80986,91306
"30077","Powell",482194,38733,36462
"30079","Prairie",708981,53733,22063
"30081","Ravalli",802377,78265,51488
"30083","Richland",847369,49117,40266
"30085","Roosevelt",783301,82296,24848
"30087","Rosebud",719654,2121,10643
"30089","Sanders",301879,54062,63490
"30091","Sheridan",407216,38090,84066
"30093","Silver Bow",107341,86985,94586
"30095","Stillwater",532132,10667,99008
"30097","Sweet Grass",107603,8568,83001
"30099","Teton",184872,23381,61721
"30101","Toole",665963,22993,55936
"30103","Treasure",419275,7116,75475
"30105","Valley",336582,88940,46383
"30107","Wheatland",793000,65191,64500
"30109","Wibaux",887357,44631,86012
"30111","Yellowstone",517273,39268,13927
"31001","Adams",312310,79783,11941
"31003","Antelope",144677,12433,24994
"31005","Arthur",215181,13397,28174
"31007","Banner",933157,16864,87630
"31009","Blaine",732466,85288,31815
"31011","Boone",187821,87868,33300
"31013","Box Butte",273043,21474,71358
"31015","Boyd",260374,93714,45874
"31017","Brown",168894,99985,49151
"31019","Buffalo",713374,64953,98224
"31021","Burt",699558,35829,20683
"31023","Butler",125394,7323,94030
"31025","Cass",833064,4569,5841
"31027","Cedar",734293,66211,84416
"31029","Chase",657636,61060,31515
"31031","Cherry",745279,9809,81760
"31033","Cheyenne",510029,83469,29669
"31035","Clay",446303,89709,96868
"31037","Colfax",891416,375,53358
"31039","Cuming",596150,34436,33805
"31041","Custer",697094,38376,7008
"31043","Dakota",215828,26072,56316
"31045","Dawes",447777,69119,14673
"31047","Dawson",825998,13067,49001
"31049","Deuel",972533,92920,23346
"31051","Dixon",774019,95980,74820
"31053","Dodge",688405,54282,74649
"31055","Douglas",445202,28640,92346
"31057","Dundy",499565,60689,20898
"31059","Fillmore",130521,31169,96634
"31061","Franklin",641457,70002,53428
"31063","Frontier",735145,4799,65140
"31065","Furnas",27821,57138,57040
"31067","Gage",566501,63805,49886
"31069","Garden",354137,62671,37119
"31071","Garfield",402567,29009,64735
"31073","Gosper",987117,80279,51388
"31075","Grant",947895,11027,15391
"31077","Greeley",208287,92161,5566
"31079","Hall",201608,67159,39462
"31081","Hamilton",375219,14022,50306
"31083","Harlan",922509,58281,90348
"31085","Hayes",145853,31069,25954
"31087","Hitchcock",199262,65772,87155
"31089","Holt",869928,28534,4988
"31091","Hooker",464560,85631,66754
"31093","Howard",279560,15106,257
"31095","Jefferson",885189,88882,20265
"31097","Johnson",75201,19549,37027
"31099","Kearney",686138,77400,53237
"31101","Keith",492722,19900,27916
"31103","Keya Paha",29713,59773,6693
"31105","Kimball",266010,54122,6261
"31107","Knox",965699,21832,71039
"31109","Lancaster",686673,94677,8050
"31111","Lincoln",840253,91326,86390
"31113","Logan",635796,91846,8219
"31115","Loup",501272,42266,782
"31117","McPherson",956189,3861,47598
"31119","Madison",507299,39750,5138
"31121","Merrick",809985,61263,15260
"31123","Morrill",510514,44353,23423
"31125","Nance",867221,66859,31751
"31127","Nemaha",264397,86120,31871
"31129","Nuckolls",875438,52774,23696
"31131","Otoe",593866,39271,4456
"31133","Pawnee",467702,61895,53806
"31135","Perkins",627148,70421,37125
"31137","Phelps",210647,94204,62647
"31139","Pierce",58678,49357,32282
"31141","Platte",509169,54067,67989
"31143","Polk",342517,9892,88871
"31145","Red Willow",907784,51390,63735
"31147","Richardson",985069,50521,6685
"31149","Rock",42981,15775,74758
"31151","Saline",898151,88958,71224
"31153","Sarpy",879063,2826,53726
"31155","Saunders",22607,69320,76213
"31157","Scotts Bluff",783028,26483,75718
"31159","Seward",11217,98909,51723
"31161","Sheridan",647309,73800,49354
"31163","Sherman",683337,74672,42232
"31165","Sioux",625842,49710,69532
"31167","Stanton",796310,44596,98773
"31169","Thayer",140120,57233,23080
"31171","Thomas",184722,82534,85456
"31173","Thurston",202199,47925,27789
"31175","Valley",88441,5637,66513
"31177","Washington",960558,62817,67830
"31179","Wayne",185638,39041,1566
"31181","Webster",448517,40404,75856
"31183","Wheeler",619093,39630,93694
"31185","York",98795,69680,54424
"32001","Churchill",334707,38623,41187
"32003","Clark",26777,98545,82829
"32005","Douglas",556804,92642,92975
"32007","Elko",954090,13821,86210
"32009","Esmeralda",356601,57400,25970
"32011","Eureka",569336,82282,98968
"32013","Humboldt",697919,14310,68792
"32015","Lander",842549,81154,4097
"32017","Lincoln",337730,42495,60973
"32019","Lyon",473765,80705,21020
"32021","Mineral",672815,79559,57478
"32023","Nye",457803,99454,35425
"32027","Pershing",118778,60900,19526
"32029","Storey",642469,41104,46029
"32031","Washoe",59241,22591,93224
"32033","White Pine",315003,42123,49572
"32510","Carson City",681036,60998,45822
"33001","Belknap",462858,18233,94390
"33003","Carroll",640627,19627,47147
"33005","Cheshire",563449,26755,4951
"33007","Coos",237851,14710,45337
"33009","Grafton",195774,66202,35994
"33011","Hillsborough",744126,36080,20054
"33013","Merrimack",54036,26779,1656
"33015","Rockingham",145863,51831,53328
"33017","Strafford",58613,94298,29205
"33019","Sullivan",145554,68411,52290
"34001","Atlantic",47287,57551,43729
"34003","Bergen",853595,26047,60101
"34005","Burlington",517966,74296,4573
"34007","Camden",405,91275,90639
"34009","Cape May",681755,19735,64942
"34011","Cumberland",406541,35322,1457
"34013","Essex",324012,78973,18315
"34015","Gloucester",507348,33510,48528
"34017","Hudson",899549,16863,4710
"34019","Hunterdon",489549,79669,64359
"34021","Mercer",919248,20353,89928
"34023","Middlesex",727379,96460,42664
"34025","Monmouth",502797,87720,7580
"34027","Morris",843463,59711,48766
"34029","Ocean",866368,97512,19256
"34031","Passaic",294310,16335,77602
"34033","Salem",648754,42385,29008
"34035","Somerset",205166,42604,95912
"34037","Sussex",476328,72995,87169
"34039","Union",458606,33226,48441
"34041","Warren",686277,77526,67753
"35001","Bernalillo",52944,38198,22896
"35003","Catron",307309,90150,37081
"35005","Chaves",613154,40924,50411
"35006","Cibola",696181,50034,38135
"35007","Colfax",660360,11721,34654
"35009","Curry",749525,35033,57592
"35011","De Baca",412712,55553,17290
"35013","Dona Ana",872477,63109,33579
"35015","Eddy",776047,29538,27538
"35017","Grant",723371,29426,84647
"35019","Guadalupe",968460,31224,19646
"35021","Harding",566040,76140,44453
"35023","Hidalgo",756376,50037,95247
"35025","Lea",491566,43176,44234
"35027","Lincoln",290751,10515,4578
"35028","Los Alamos",322273,33754,89711
"35029","Luna",501008,51992,36823
"35031","McKinley",34292,51458,94682
"35033","Mora",192,45928,4277
"35035","Otero",49984,86542,73253
"35037","Quay",225618,51683,55606
"35039","Rio Arriba",124574,55476,50674
"35041","Roosevelt",924388,67218,8610
"35043","Sandoval",117708,10459,17868
"35045","San Juan",754017,28754,89248
"35047","San Miguel",886222,39371,93332
"35049","Santa Fe",383018,16596,20270
"35051","Sierra",288205,80481,1265
"35053","Socorro",694676,55685,61438
"35055","Taos",572027,86026,2472
"35057","Torrance",546048,98071,95710
"35059","Union",77770,11032,94244
"35061","Valencia",236735,95343,70178
"36001","Albany",255744,54849,87441
"36003","Allegany",547693,47961,85394
"36005","Bronx",160160,1032,73982
"36007","Broome",24272,26300,26192
"36009","Cattaraugus",935872,82413,48859
"36011","Cayuga",155683,90501,83815
"36013","Chautauqua",671426,20137,62949
"36015","Chemung",968182,40144,76455
"36017","Chenango",534079,65967,52315
"36019","Clinton",622959,62347,70998
"36021","Columbia",953380,35826,31570
"36023","Cortland",705177,48242,95911
"36025","Delaware",484872,91419,54863
"36027","Dutchess",462250,32435,73462
"36029","Erie",275346,83435,46681
"36031","Essex",547688,62217,11513
"36033","Franklin",94283,54690,99969
"36035","Fulton",630440,11619,83993
"36037","Genesee",197963,28013,6627
"36039","Greene",617586,60338,91233
"36041","Hamilton",423750,63770,92882
"36043","Herkimer",138947,24138,17995
"36045","Jefferson",112969,85500,65240
"36047","Kings",487816,67620,65695
"36049","Lewis",678993,62916,85215
"36051","Livingston",924041,72497,39137
"36053","Madison",775529,53655,21931
"36055","Monroe",425227,36736,83950
"36057","Montgomery",403055,7350,86890
"36059","Nassau",588470,2660,13332
"36061","New York",788039,19535,96791
"36063","Niagara",772433,19955,79062
"36065","Oneida",678635,19461,32875
"36067","Onondaga",908867,47571,50724
"36069","Ontario",337029,99692,8522
"36071","Orange",100928,94757,87666
"36073","Orleans",19082,93435,71974
"36075","Oswego",630290,94315,26761
"36077","Otsego",563440,83487,56730
"36079","Putnam",925002,91725,13743
"36081","Queens",659726,81227,9611
"36083","Rensselaer",339679,68740,31268
"36087","Rockland",949360,77240,45235
"36089","St. Lawrence",299985,13374,15399
"36091","Saratoga",59829,47163,41915
"36093","Schenectady",526349,6288,6493
"36095","Schoharie",294672,61756,94739
"36097","Schuyler",194038,16545,39965
"36099","Seneca",231556,45715,83360
"36101","Steuben",272174,82215,11308
"36103","Suffolk",332046,48158,51891
"36105","Sullivan",544132,20659,40581
"36107","Tioga",309530,87001,9906
"36109","Tompkins",93863,6508,29689
"36111","Ulster",8682,86568,92838
"36113","Warren",678299,57662,96380
"36115","Washington",206285,22783,8865
"36117","Wayne",20117,26256,45242
"36119","Westchester",176856,28725,59651
"36121","Wyoming",298650,12716,22002
"36123","Yates",953387,3828,36775
"37001","Alamance",40108,64884,26878
"37003","Alexander",235047,18642,65669
"37005","Alleghany",927029,15647,70071
"37007","Anson",485263,6277,58261
"37009","Ashe",235267,21222,4112
"37011","Avery",272398,47068,93741
"37013","Beaufort",389418,2307,72274
"37015","Bertie",50431,85362,35749
"37017","Bladen",103934,21715,49933
"37019","Brunswick",218600,51115,96493
"37021","Buncombe",160831,98191,75455
"37023","Burke",573111,71240,29386
"37025","Cabarrus",651928,11291,68562
"37027","Caldwell",74555,9086,85851
"37029","Camden",758587,32661,44106
"37031","Carteret",766922,73660,64388
"37033","Caswell",96595,3200,28679
"37035","Catawba",380922,71809,72457
"37037","Chatham",46514,6766,23513
"37039","Cherokee",295398,26178,61514
"37041","Chowan",322239,15810,85368
"37043","Clay",116414,88691,30898
"37045","Cleveland",651894,40075,4702
"37047","Columbus",106215,16058,96641
"37049","Craven",900124,9180,59165
"37051","Cumberland",863278,93847,37373
"37053","Currituck",664777,40613,64962
"37055","Dare",401931,92134,38455
"37057","Davidson",161712,67513,59841
"37059","Davie",618904,20421,62446
"37061","Duplin",448746,85346,17858
"37063","Durham",530112,33861,60885
"37065","Edgecombe",190823,6938,72197
"37067","Forsyth",821768,89308,8567
"37069","Franklin",47090,69056,36034
"37071","Gaston",480696,58094,99194
"37073","Gates",525279,1827,66259
"37075","Graham",858093,24965,80240
"37077","Granville",4838,72462,4364
"37079","Greene",763443,82988,46405
"37081","Guilford",234975,79011,82518
"37083","Halifax",697718,24948,32000
"37085","Harnett",427144,3492,38045
"37087","Haywood",527156,84957,62494
"37089","Henderson",199925,69480,59486
"37091","Hertford",317061,80149,42951
"37093","Hoke",254162,7018,47060
"37095","Hyde",727913,11084,30689
"37097","Iredell",62380,30641,39874
"37099","Jackson",822960,44168,3944
"37101","Johnston",167420,39022,21248
"37103","Jones",699776,92443,7936
"37105","Lee",595625,85299,25158
"37107","Lenoir",751488,65240,44791
"37109","Lincoln",261147,75967,4098
"37111","McDowell",96713,30048,37682
"37113","Macon",577086,24631,29996
"37115","Madison",805898,87456,16552
"37117","Martin",403214,77353,94279
"37119","Mecklenburg",674508,3575,1884
"37121","Mitchell",301291,41745,85184
"37123","Montgomery",950643,34781,15456
"37125","Moore",645885,6031,77994
"37127","Nash",302896,46459,58650
"37129","New Hanover",143266,14099,99936
"37131","Northampton",865978,84638,91373
"37133","Onslow",561643,65888,30800
"37135","Orange",229595,32666,7057
"37137","Pamlico",950610,5786,53903
"37139","Pasquotank",205867,40989,9386
"37141","Pender",233495,40790,92859
"37143","Perquimans",811771,75647,63215
"37145","Person",943938,17117,18458
"37147","Pitt",363924,2706,56369
"37149","Polk",122622,84909,10681
"37151","Randolph",243735,98666,80159
"37153","Richmond",846297,80704,37296
"37155","Robeson",904615,92624,73093
"37157","Rockingham",445617,6770,85410
"37159","Rowan",609190,63230,87244
"37161","Rutherford",744492,16435,26216
"37163","Sampson",59315,3488,31051
"37165","Scotland",345673,68583,74899
"37167","Stanly",789912,20180,65683
"37169","Stokes",861211,20049,56580
"37171","Surry",145013,73974,44392
"37173","Swain",736339,87466,86224
"37175","Transylvania",155945,81412,56294
"37177","Tyrrell",95808,51823,14675
"37179","Union",403960,47039,52501
"37181","Vance",907945,57297,35064
"37183","Wake",282282,78962,31880
"37185","Warren",881650,39342,902
"37187","Washington",164200,58583,60014
"37189","Watauga",901180,40650,56145
"37191","Wayne",227096,25734,13355
"37193","Wilkes",401657,62146,33813
"37195","Wilson",325554,234,93557
"37197","Yadkin",505313,39005,23128
"37199","Yancey",631877,17342,59005
"38001","Adams",765359,59700,94333
"38003","Barnes",821859,42684,11698
"38005","Benson",427929,9396,72999
"38007","Billings",872072,80021,35491
"38009","Bottineau",333845,77685,97551
"38011","Bowman",316322,15797,54567
"38013","Burke",612701,48253,34688
"38015","Burleigh",809813,50082,82948
"38017","Cass",900705,92667,59809
"38019","Cavalier",554917,58599,24203
"38021","Dickey",489437,18418,89946
"38023","Divide",910911,47571,47700
"38025","Dunn",294826,44382,66400
"38027","Eddy",65768,16874,12170
"38029","Emmons",748820,27791,36733
"38031","Foster",178091,51615,58934
"38033","Golden Valley",839590,21579,46211
"38035","Grand Forks",950377,97674,99764
"38037","Grant",808484,68628,44788
"38039","Griggs",944947,92268,67287
"38041","Hettinger",290088,7780,80952
"38043","Kidder",639845,34091,45352
"38045","LaMoure",333822,55663,89344
"38047","Logan",372256,63152,95979
"38049","McHenry",626138,27987,35134
"38051","McIntosh",42565,84622,92967
"38053","McKenzie",455207,80981,27426
"38055","McLean",285644,98380,71058
"38057","Mercer",812677,53269,39281
"38059","Morton",498805,54551,74484
"38061","Mountrail",89659,90667,3112
"38063","Nelson",795523,79765,7514
"38065","Oliver",259456,50334,57760
"38067","Pembina",100586,11231,21342
"38069","Pierce",636273,62930,17983
"38071","Ramsey",169110,40775,24005
"38073","Ransom",939866,38103,79614
"38075","Renville",348873,84797,87130
"38077","Richland",771239,96267,79716
"38079","Rolette",562104,47521,95738
"38081","Sargent",359734,62223,60731
"38083","Sheridan",529260,11819,24698
"38085","Sioux",45899,52748,4054
"38087","Slope",359146,44754,14248
"38089","Stark",109955,34623,64142
"38091","Steele",723258,24354,19832
"38093","Stutsman",16138,62678,1321
"38095","Towner",323437,38808,38840
"38097","Traill",628222,39009,9568
"38099","Walsh",954639,82022,66756
"38101","Ward",138731,99610,741
"38103","Wells",876978,64136,45509
"38105","Williams",352291,53501,40101
"39001","Adams",449652,61491,77653
"39003","Allen",161083,28104,31696
"39005","Ashland",750199,20319,82441
"39007","Ashtabula",108654,32831,37660
"39009","Athens",784273,74753,70792
"39011","Auglaize",716263,60662,39062
"39013","Belmont",96781,74576,55240
"39015","Brown",753849,65336,35224
"39017","Butler",835464,16469,78872
"39019","Carroll",533740,12813,35333
"39021","Champaign",423178,30742,34415
"39023","Clark",283165,81974,19863
"39025","Clermont",408426,97314,61086
"39027","Clinton",975964,48959,6400
"39029","Columbiana",292757,48239,46746
"39031","Coshocton",246941,89537,78388
"39033","Crawford",888067,47150,50751
"39035","Cuyahoga",929235,97567,65771
"39037","Darke",995315,60745,50882
"39039","Defiance",723350,85756,61003
"39041","Delaware",403719,20672,9139
"39043","Erie",399692,73912,19757
"39045","Fairfield",703893,2315,46439
"39047","Fayette",169880,84806,28036
"39049","Franklin",297754,18979,33145
"39051","Fulton",117438,55932,58360
"39053","Gallia",197531,5456,51383
"39055","Geauga",118525,2119,18164
"39057","Greene",879725,19848,60983
"39059","Guernsey",450690,66980,30764
"39061","Hamilton",262874,87054,72457
"39063","Hancock",291246,25255,82942
"39065","Hardin",945801,77591,19497
"39067","Harrison",846028,90279,76345
"39069","Henry",964767,82575,68287
"39071","Highland",19649,46345,32963
"39073","Hocking",124777,48384,88923
"39075","Holmes",426471,99985,97750
"39077","Huron",726146,13158,35877
"39079","Jackson",607091,94605,78702
"39081","Jefferson",834833,48220,30774
"39083","Knox",782365,96219,13519
"39085","Lake",610984,35073,65644
"39087","Lawrence",22160,91599,70131
"39089","Licking",404775,45590,82760
"39091","Logan",656100,8260,81491
"39093","Lorain",926688,41124,29390
"39095","Lucas",590407,17665,67384
"39097","Madison",452598,59070,13308
"39099","Mahoning",4717,87140,99421
"39101","Marion",495832,91441,24313
"39103","Medina",692070,12207,81114
"39105","Meigs",777152,32514,75580
"39107","Mercer",270828,29724,37816
"39109","Miami",696986,30148,46693
"39111","Monroe",288997,14923,86404
"39113","Montgomery",205745,32072,43506
"39115","Morgan",226518,90043,91441
"39117","Morrow",362458,11862,2352
"39119","Muskingum",167187,5666,63655
"39121","Noble",492763,62447,61785
"39123","Ottawa",540765,85806,92398
"39125","Paulding",218066,39729,93642
"39127","Perry",605721,20209,22214
"39129","Pickaway",160298,53531,42408
"39131","Pike",313893,62840,3452
"39133","Portage",267325,76740,10822
"39135","Preble",916224,84508,27572
"39137","Putnam",669223,57189,75109
"39139","Richland",732981,49676,46505
"39141","Ross",495555,78480,72191
"39143","Sandusky",384532,27124,29124
"39145","Scioto",621929,54387,73089
"39147","Seneca",806091,81423,47112
"39149","Shelby",300882,61376,28323
"39151","Stark",394364,6307,97274
"39153","Summit",443012,45868,1642
"39155","Trumbull",498804,87053,82837
"39157","Tuscarawas",374624,10514,40362
"39159","Union",711457,52645,51012
"39161","Van Wert",132135,36238,79826
"39163","Vinton",428675,23911,60038
"39165","Warren",63654,56365,32588
"39167","Washington",846793,3341,53806
"39169","Wayne",465963,12374,72643
"39171","Williams",726400,26066,31148
"39173","Wood",719632,65439,98978
"39175","Wyandot",961742,42772,83642
"40001","Adair",551449,75083,98609
"40003","Alfalfa",547382,24054,51998
"40005","Atoka",677655,56124,75450
"40007","Beaver",993354,80267,59169
"40009","Beckham",830495,57537,73298
"40011","Blaine",609720,24804,82314
"40013","Bryan",164065,72805,66742
"40015","Caddo",347195,4405,52932
"40017","Canadian",457863,72150,84038
"40019","Carter",61360,90108,43283
"40021","Cherokee",225401,28948,84117
"40023","Choctaw",255218,44055,77653
"40025","Cimarron",50332,92462,97702
"40027","Cleveland",171550,72075,45185
"40029","Coal",351456,11555,28259
"40031","Comanche",838595,46644,50820
"40033","Cotton",341583,96062,55834
"40035","Craig",297064,88648,31532
"40037","Creek",754287,60776,49274
"40039","Custer",460090,15368,94686
"40041","Delaware",347400,19762,96599
"40043","Dewey",320228,78187,46803
"40045","Ellis",792310,50425,31308
"40047","Garfield",466238,17514,83315
"40049","Garvin",856326,70505,64517
"40051","Grady",114152,85258,43401
"40053","Grant",878036,78396,84121
"40055","Greer",195124,20996,2394
"40057","Harmon",84640,64572,94946
"40059","Harper",972348,92924,24671
"40061","Haskell",208168,25856,35159
"40063","Hughes",227132,79252,55980
"40065","Jackson",515038,66390,66421
"40067","Jefferson",838226,93845,19669
"40069","Johnston",440740,26141,83770
"40071","Kay",802135,13954,26095
"40073","Kingfisher",313222,53063,19941
"40075","Kiowa",902236,93858,8972
"40077","Latimer",68072,76994,88455
"40079","Le Flore",702373,74587,84923
"40081","Lincoln",956021,8618,35695
"40083","Logan",847097,17171,79564
"40085","Love",263765,20412,43734
"40087","McClain",930375,71493,5911
"40089","McCurtain",450414,12093,2566
"40091","McIntosh",599888,94446,11152
"40093","Major",484865,5990,27266
"40095","Marshall",649631,15562,17449
"40097","Mayes",566002,23391,94916
"40099","Murray",162049,60526,47573
"40101","Muskogee",70882,98794,98238
"40103","Noble",676072,82054,58792
"40105","Nowata",831561,33349,23511
"40107","Okfuskee",179689,73582,40516
"40109","Oklahoma",832882,71839,58883
"40111","Okmulgee",460173,24505,93994
"40113","Osage",438384,92381,31300
"40115","Ottawa",325670,62520,13290
"40117","Pawnee",316735,417,71641
"40119","Payne",864384,51010,85212
"40121","Pittsburg",353984,39176,33777
"40123","Pontotoc",165860,92947,91350
"40125","Pottawatomie",179006,12603,69158
"40127","Pushmataha",541771,19381,27013
"40129","Roger Mills",197462,56562,17651
"40131","Rogers",132287,57204,47202
"40133","Seminole",526994,94718,37478
"40135","Sequoyah",866501,25740,16952
"40137","Stephens",64184,60058,4206
"40139","Texas",244945,5492,5413
"40141","Tillman",255409,12292,21316
"40143","Tulsa",871209,2675,33156
"40145","Wagoner",86006,62050,12714
"40147","Washington",985759,21162,24993
"40149","Washita",606227,79994,16592
"40151","Woods",176874,67390,65173
"40153","Woodward",876373,60256,91259
"41001","Baker",773844,84330,48977
"41003","Benton",66950,41506,96875
"41005","Clackamas",783248,29479,45050
"41007","Clatsop",246212,37231,77676
"41009","Columbia",841391,85714,72749
"41011","Coos",625458,91441,34687
"41013","Crook",140821,90469,27787
"41015","Curry",740950,38225,65847
"41017","Deschutes",218685,75395,65171
"41019","Douglas",723856,23707,53623
"41021","Gilliam",288361,9400,69594
"41023","Grant",348032,30432,90030
"41025","Harney",723311,76980,18387
"41027","Hood River",900270,47762,8870
"41029","Jackson",94079,71580,18020
"41031","Jefferson",152936,28510,1675
"41033","Josephine",204747,13168,6382
"41035","Klamath",360003,91298,23382
"41037","Lake",367809,49517,99738
"41039","Lane",410821,16425,21284
"41041","Lincoln",322784,88182,80322
"41043","Linn",781052,37842,48006
"41045","Malheur",798180,45432,83369
"41047","Marion",586284,9823,94870
"41049","Morrow",192417,80035,25626
"41051","Multnomah",396364,57574,61409
"41053","Polk",520343,38135,37236
"41055","Sherman",101812,59898,11001
"41057","Tillamook",972423,6639,79911
"41059","Umatilla",881975,96913,80001
"41061","Union",810674,72373,20391
"41063","Wallowa",213965,38924,1979
"41065","Wasco",664092,71125,35795
"41067","Washington",619724,54573,69787
"41069","Wheeler",918011,56722,87020
"41071","Yamhill",391244,22271,2130
"42001","Adams",605100,26071,21066
"42003","Allegheny",537107,99504,78819
"42005","Armstrong",943776,66462,49981
"42007","Beaver",129695,62762,74761
"42009","Bedford",240411,36048,41357
"42011","Berks",21963,32517,92102
"42013","Blair",551116,78222,7266
"42015","Bradford",293448,40677,21617
"42017","Bucks",536873,87219,67974
"42019","Butler",427972,75948,2266
"42021","Cambria",526257,20873,68147
"42023","Cameron",437550,74951,48590
"42025","Carbon",657090,36570,40759
"42027","Centre",606253,28458,72405
"42029","Chester",773246,71847,883
"42031","Clarion",366602,24404,54610
"42033","Clearfield",944276,16859,68859
"42035","Clinton",131837,74433,47886
"42037","Columbia",654510,91534,76381
"42039","Crawford",709298,67624,94311
"42041","Cumberland",521363,31052,69421
"42043","Dauphin",361130,56435,20966
"42045","Delaware",80144,46321,57805
"42047","Elk",198548,31730,24610
"42049","Erie",982521,21514,1785
"42051","Fayette",29855,1227,74141
"42053","Forest",121604,50541,59577
"42055","Franklin",687983,51673,88431
"42057","Fulton",62265,16462,76784
"42059","Greene",331397,13764,95362
"42061","Huntingdon",330130,96991,5746
"42063","Indiana",611344,17049,56793
"42065","Jefferson",173390,89899,49629
"42067","Juniata",833572,85120,39499
"42069","Lackawanna",974630,47870,91769
"42071","Lancaster",690709,92326,27231
"42073","Lawrence",403173,39470,22537
"42075","Lebanon",10542,59062,28226
"42077","Lehigh",840720,94367,68732
"42079","Luzerne",186105,84020,62280
"42081","Lycoming",798836,33343,69282
"42083","McKean",958415,35886,40066
"42085","Mercer",943816,6920,91956
"42087","Mifflin",911553,43353,69520
"42089","Monroe",463429,82269,82142
"42091","Montgomery",263574,85269,20428
"42093","Montour",765331,4875,86926
"42095","Northampton",670236,32187,50529
"42097","Northumberland",338195,34202,91966
"42099","Perry",724072,73087,74455
"42101","Philadelphia",364915,6296,89296
"42103","Pike",429477,75433,70074
"42105","Potter",462674,82628,72098
"42107","Schuylkill",610310,3429,9131
"42109","Snyder",955292,87906,57507
"42111","Somerset",86627,59261,23123
"42113","Sullivan",501733,41440,40914
"42115","Susquehanna",323719,20925,19737
"42117","Tioga",767525,68400,66127
"42119","Union",750765,44714,65058
"42121","Venango",877814,67781,26827
"42123","Warren",173133,61129,506
"42125","Washington",301380,53845,94980
"42127","Wayne",578550,43955,68411
"42129","Westmoreland",123471,49200,30916
"42131","Wyoming",626194,99443,36469
"42133","York",503983,63561,29207
"44001","Bristol",693363,87583,46847
"44003","Kent",411350,86836,19264
"44007","Providence",973182,35872,7846
"44009","Washington",124816,39366,52781
"45001","Abbeville",243078,40672,99927
"45003","Aiken",468017,28005,20016
"45005","Allendale",108862,9234,17278
"45007","Anderson",972891,90035,78576
"45009","Bamberg",668072,29397,79384
"45011","Barnwell",874937,11346,75674
"45013","Beaufort",480341,69354,7922
"45015","Berkeley",364887,91633,83875
"45017","Calhoun",257521,60935,10862
"45019","Charleston",620247,87609,8187
"45021","Cherokee",73993,24024,75234
"45023","Chester",350399,65584,69380
"45025","Chesterfield",757996,33044,83834
"45027","Clarendon",554736,62548,98641
"45029","Colleton",296796,37220,1823
"45031","Darlington",808571,82770,61632
"45033","Dillon",160965,36543,99094
"45035","Dorchester",415205,43857,63874
"45037","Edgefield",108213,76576,63702
"45039","Fairfield",769658,61121,73201
"45041","Florence",466008,39818,81939
"45043","Georgetown",543184,75059,14482
"45045","Greenville",934458,88273,28233
"45047","Greenwood",306210,67330,65691
"45049","Hampton",159993,24873,59305
"45051","Horry",421962,83934,32063
"45053","Jasper",457814,56083,61093
"45055","Kershaw",98786,88129,86492
"45057","Lancaster",648281,62755,12636
"45059","Laurens",98580,89869,34675
"45061","Lee",884611,57249,58782
"45063","Lexington",150463,26750,95772
"45065","McCormick",683704,11750,17856
"45067","Marion",5013,41394,49
"45069","Marlboro",881305,98357,94877
"45071","Newberry",463074,81757,84375
"45073","Oconee",328340,76349,8369
"45075","Orangeburg",584418,8032,43300
"45077","Pickens",178460,57404,50426
"45079","Richland",173649,98494,40967
"45081","Saluda",245317,76950,45451
"45083","Spartanburg",488390,86653,76073
"45085","Sumter",173942,37799,15300
